,Unnamed: 0,user.id,create_at,text,Movie,sentiment_score,neg,neu,pos,compound
273,7685,260947452.0,6/20/21,@ZacharyRogerO Im watching Luca rn and noticing the same thing,Luca (2021),0.0,0.0,1.0,0.0,0.0
274,6827,1.25e+18,6/18/21,@LucasDiamond_ Baby,Luca (2021),0.0,0.0,1.0,0.0,0.0
275,7649,1.26e+18,6/18/21,I'll wait to watch #Luca after work https://t.co/F7LYOVkuxR,Luca (2021),0.0,0.0,1.0,0.0,0.0
276,6586,192774692.0,6/21/21,have yall seen #Luca yet? shit fire ngl,Luca (2021),-0.72,0.5,0.5,0.0,-0.7184
277,5886,1.34e+18,6/23/21,@BobbyGBklyn @TimSabean @phil_smolowitz @winecrazy @TCucci @pstsr55 @VictorLucatorto @FiveMonkeysBBQ @WilfordTracy Ha!,Luca (2021),0.4,0.0,0.77,0.23,0.4003
278,6495,139462068.0,6/22/21,Trae the truth live performance * exclusive images at Heavyrotationmagazine https://t.co/CcYG9hlF2H #BeastSecondLook #MUSICDAY #Crypto #Google #Isles #KeepitOn #Luca #PrimeDay,Luca (2021),0.42,0.0,0.808,0.192,0.4215
279,6269,2363760096.0,6/22/21,"Fvck I'm so sorry this is happening again. Anyone who reads this please think a lil kind word and send a prayer for Daniel =
You can make it. You already have. This is gonna be THE time you beat it FOR GOOD @daniellucasox",Luca (2021),0.84,0.035,0.769,0.196,0.8367
280,6392,36542220.0,6/22/21,@ZacharyLerner @likaluca Adams4Me,Luca (2021),0.0,0.0,1.0,0.0,0.0
281,7671,1.17e+18,6/19/21,"@lucas_cala5 Chris, Ralph, Richie",Luca (2021),0.0,0.0,1.0,0.0,0.0
282,6302,540807611.0,6/18/21,I cant watch Luca until 8pm tomorrow =�,Luca (2021),0.0,0.0,1.0,0.0,0.0
283,5855,9.78e+17,6/21/21,A couple wins today for 15U. @ddunstan5 and Matt Gardner each hit =� =� @jack_webs19 with a clutch 2 RBI single. @Zackphillips132 RBI double. @cburkestone lites out on the bump with 5Ks over 3.2 IP. @LucasMirti tripled.,Luca (2021),0.57,0.0,0.899,0.101,0.5719
284,6265,34932752.0,6/21/21,"At 4:24 AM EDT, 1 W Harbor View [Lucas Co, OH] C-MAN STATION reports MARINE TSTM WIND of M43 MPH. 37 KNOT WIND GUST AT C-MAN STATION THRO1 TOLEDO, OH. https://t.co/qWG3ioY39N",Luca (2021),0.0,0.0,1.0,0.0,0.0
285,5891,1.1e+18,6/23/21,"Holly mmff fuuuckk!!!

Yyyyaass!!
@peytonburson @NicoleD32806317 @LucasMacattack @Fun_W0W @lilstaze @LandonHoldridge @kenziegrohs @KyleeLeitz https://t.co/d3bYdgMaa5",Luca (2021),0.0,0.0,1.0,0.0,0.0
286,6867,2216356542.0,6/20/21,@HeTheyLucas Ahaha thanks dude!,Luca (2021),0.49,0.0,0.484,0.516,0.4926
287,7196,1.39e+18,6/21/21,@therealLucas15 LOVE U BROd><�,Luca (2021),0.71,0.0,0.378,0.622,0.7125
288,6655,1377271976.0,6/19/21,@SDunkule @AppezzatoPenny @LoaderNancy @DorothyEubank16 @Skippie87 @yov_harrison09 @swaknan @chadwicktimms @AnettGyurina @chocolatefan88 @Elianesabia @ElenaBattagli13 @GianLuca180268 @RSeliskar @Jonice2720 You are very welcome. Have a beautiful day. <<,Luca (2021),0.82,0.0,0.738,0.262,0.8155
289,728,3044989142.0,11/26/21,@RussContreras @EncantoMovie Beautiful! Saludos ! Looking forward to seeing it with my girls!,Encanto (2021),0.7,0.0,0.697,0.303,0.6981
290,316,41628833.0,11/24/21,@EncantoMovie @Lin_Manuel Novenas #Colombia #Tradition,Encanto (2021),0.0,0.0,1.0,0.0,0.0
291,540,56846181.0,11/28/21,Lo siento por lo que trabajaron en la versi�n en espa�ol de #Encanto pero la versi�n en ingl�s y la m�sica de Lin Miranda en ese idioma es mil veces mejor.,Encanto (2021),0.0,0.0,1.0,0.0,0.0
292,707,2537419604.0,11/27/21,Just posted a photo @ Encanto https://t.co/7beZ1irJWp,Encanto (2021),0.0,0.0,1.0,0.0,0.0
293,602,8.58e+17,11/28/21,@Juandeando Es que eres un encanto. https://t.co/zNuQY6IAQi,Encanto (2021),0.0,0.0,1.0,0.0,0.0
294,736,357994519.0,11/28/21,Such a magical and heartfelt movie! Filled with catchy well done songs written by Legend Lin Manuel Miranda himself! As well as raw emotional scenes! Highly recommend it! #Encanto #EncantoDisney https://t.co/9EDfdaZD5f,Encanto (2021),0.91,0.0,0.653,0.347,0.9054
295,1242,196740371.0,11/6/21,"Credits for the>�to these amazing humans #LongLA d:=O<�; 
@ZMuse_ @hellostartupla @taniamulry @djwhelan @ToddTerrazas @samnadams @rmward @karanortman @mikster @annawbarber @raychelespiritu @tunky @mongeliliana @g8rojas @spencerrascoff @founderannie @ElizabethDell @CristinaDLPO =�",Spencer (2021),0.74,0.0,0.799,0.201,0.743
296,1357,125457958.0,11/10/21,@TheComicHunter @twigliot @LexxAstar @BrendaMKramer @ideabloke @katyb_spencer @DreaVilleneuve @biggreenpen @DFHobbs @joshmccormack @nplusg @JimCanto @plainwildcatfan @GabrielSurfCat @Susanmvh @BrettPucino @JoeBugBuster @polerix @MattJ_O @kilby76 @cmwrawcliffe @JoelRRenner @CatheyOliver15 @kavita1010 @HRwhale @HeyItsHigbe @CallieGoodwin @AlHopper_ @molliebentley @AnOrchidInBloom @matageli @JacquiLynn14 @therrsa @Juliajmccormack That could be cool,Spencer (2021),0.32,0.0,0.941,0.059,0.3182
297,1345,23564065.0,11/9/21,Billy and so you couldnt admit that to spencer instead of not talking to the boy. #AllAmerican,Spencer (2021),0.26,0.0,0.886,0.114,0.2648
298,2596,1.02e+18,11/7/21,@GreatLakesGirl7 @JLSPENCER02 @CNBC @pfizer Bsssss ># you mean so say someone who been vaccinated,Spencer (2021),0.0,0.0,1.0,0.0,0.0
299,2594,597122643.0,11/7/21,Im not one to tweet at coaches but please go somewhere else @Glenn_Spencer,Spencer (2021),0.45,0.0,0.803,0.197,0.4497
300,3634,1.27e+18,11/9/21,@BeatsModeOn @SharonGF_NBCT @SpencerJCox because they know they can,Spencer (2021),0.0,0.0,1.0,0.0,0.0
301,1184,50738614.0,11/7/21,Cleared: Closure on #NY13 SB from Spencer Road to Sand Bank Road,Spencer (2021),0.1,0.0,0.887,0.113,0.1027
302,1513,1.25e+18,11/11/21,"Here are my 2021 full season highlights! Grateful for those who have supported me!

My stats:
2,245 passing yards
23 TDs
182-249 (73%)
-Played in the toughest league in the state of WA

@BrandonHuffman @RylandSpencer @JagNationFB @tfordfsp1 @RealMG96 

https://t.co/D5bZSWa5H5",Spencer (2021),0.79,0.029,0.785,0.186,0.7896
303,3080,1.33e+18,11/9/21,@spencerjbruv Same,Spencer (2021),0.0,0.0,1.0,0.0,0.0
304,2750,38367693.0,11/8/21,"Kentuckys Golden Fall Monday Sunrise&<A
@TWCAlexWilson 
@Kentuckyweather @AlexWalkerTV @WSAZBrandon @JimWKYT @JimCantore @brobwx @weatherchannel @EvanWYMT @ChiliWX @SpencerWeather @JenCarfagno @tcavalierWSAZ @AdamBurnistonWX
@nwsjacksonky @EmilyWYMT #YesTv @allyblakewx https://t.co/xPNtNPnHPM",Spencer (2021),0.0,0.0,1.0,0.0,0.0
305,1520,336790952.0,11/5/21,"@TheComicHunter @DreaVilleneuve @biggreenpen @tedbauer2003 @JimCanto @joshmccormack @BrendaMKramer @ideabloke @BrettPucino @katyb_spencer @Susanmvh @GabrielSurfCat @nplusg @DFHobbs @JoeBugBuster @polerix @MattJ_O @kilby76 @LexxAstar @cmwrawcliffe @JoelRRenner @CatheyOliver15 @plainwildcatfan @kavita1010 @HRwhale @HeyItsHigbe @CallieGoodwin @AlHopper_ @molliebentley @AnOrchidInBloom @matageli @JacquiLynn14 @therrsa @Juliajmccormack I see you doing this, too! You talk a lot about improving your people =�",Spencer (2021),0.48,0.0,0.937,0.063,0.4753
306,1421,336790952.0,11/9/21,"@TheComicHunter @tedbauer2003 @katyb_spencer @DreaVilleneuve @biggreenpen @DFHobbs @joshmccormack @nplusg @JimCanto @plainwildcatfan @GabrielSurfCat @Susanmvh @BrendaMKramer @ideabloke @BrettPucino @JoeBugBuster @polerix @MattJ_O @kilby76 @LexxAstar @cmwrawcliffe @JoelRRenner @CatheyOliver15 @kavita1010 @HRwhale @HeyItsHigbe @CallieGoodwin @AlHopper_ @molliebentley @AnOrchidInBloom @matageli @JacquiLynn14 @therrsa @Juliajmccormack Totally, Jeff. Some things are formational and need to be maintained. Other things I am starting from scratch https://t.co/srpBUYEpXD",Spencer (2021),0.0,0.0,1.0,0.0,0.0
307,1182,1.29e+18,11/7/21,Love having autographs with a story. @Logan_Seavey putting 67 on the truck door panel. @spencerbayston putting 39 on his photo from Bristol. = https://t.co/Mtn3DaX22d,Spencer (2021),0.64,0.0,0.84,0.16,0.6369
308,7577,388449512.0,11/18/21,Bicep to headline Belfast's AVA Festival 2022: The event is also changing location for next year's edition https://t.co/GTpz898HYW https://t.co/rCRHTtPNf8,Belfast (2021),0.49,0.0,0.849,0.151,0.4939
309,8061,227423074.0,11/12/21,@NiallOCalla @irishathletics @QUBelfast @SportingLK @WestLimerickAC Go get it Niall !!,Belfast (2021),0.0,0.0,1.0,0.0,0.0
310,2401,377380398.0,9/5/21,Are the Chinese girls in Shang chi hot enough for me to watch it,Shang Chi (2021),0.0,0.0,1.0,0.0,0.0
311,1591,2756104677.0,9/4/21,"(watched opening night)
this was refreshing and emotional. i cant wait to see what the future holds. the fight choreography was next level and even better than i expected it to be. ill never get tired of mcu humor. im looking forward to whenever my next watch is. simu liu <3 https://t.co/vOIDxPTTWZ",Shang Chi (2021),0.81,0.044,0.752,0.204,0.8077
312,2851,1.1e+18,9/4/21,Shang chi definitely a 9/10,Shang Chi (2021),0.4,0.0,0.526,0.474,0.4019
313,1147,416540178.0,9/6/21,Im about to see Shang chi finally and yo this theater is packed as hell. Kind of surprising,Shang Chi (2021),-0.54,0.203,0.705,0.093,-0.5423
314,1569,448553712.0,9/9/21,shang chi was fire .,Shang Chi (2021),-0.34,0.444,0.556,0.0,-0.34
315,2511,14650272.0,9/6/21,@PrimusVsUnicron Shang Chi. Trailers just started.,Shang Chi (2021),0.0,0.0,1.0,0.0,0.0
316,1096,2185137993.0,9/9/21,GO WATCH SHANG CHI NOW,Shang Chi (2021),0.0,0.0,1.0,0.0,0.0
317,1589,1.22e+18,9/4/21,Shang chi goin SKITS,Shang Chi (2021),0.0,0.0,1.0,0.0,0.0
318,963,1.01e+18,9/9/21,It's been a long time since there was a =% end credit song in the MCU movies. Black Panther & Shang Chi hold the titles for best end credit music.,Shang Chi (2021),0.86,0.0,0.719,0.281,0.8555
319,2429,479265954.0,9/8/21,Shang Chi was mayjah =% #shangchi,Shang Chi (2021),0.0,0.0,1.0,0.0,0.0
320,393,8435152.0,9/7/21,"Well I really loved Shang Chi. In film school in my 20s I used to rent all the fantasy Kung-fu films I could from Netflix. Waiting for this disc. And this film really took my back there. Cast, score, look of it and the action scenes, so refreshing. Really loved the film https://t.co/eyTKxwTSQU",Shang Chi (2021),0.89,0.0,0.818,0.182,0.8882
321,2800,564957786.0,9/5/21,I think the Shang Chi mid credits scene may have been my favorite MCU credits scene,Shang Chi (2021),0.79,0.0,0.6,0.4,0.7906
322,39313,246417008.0,7/10/21,"I'm at AMC Theater - @citywalkla for Black Widow: The IMAX 2D Experience in Universal City, CA https://t.co/TagSOWCKKk",Black Widow (2021),0.0,0.0,1.0,0.0,0.0
323,39157,314047124.0,7/9/21,@Jenlashawun Listen to black widow as well they my favorite its really good,Black Widow (2021),0.81,0.0,0.547,0.453,0.807
324,38075,1419330978.0,7/9/21,They saying black widow is fire but yall hyped up that mortal Kombat mid so imma relax on yall opinions,Black Widow (2021),0.55,0.071,0.751,0.178,0.5525
325,37249,24734288.0,7/9/21,Just watching intro credits for Black Widow & Im crying. Hormones. The 1980s/90s. Yup.,Black Widow (2021),-0.15,0.187,0.663,0.151,-0.1531
326,38693,1.27e+18,7/12/21,"@OutlawxClem Probably the one thing I actually didnt like about Black Widow.
I missed the one we had in UMVC3",Black Widow (2021),0.08,0.106,0.773,0.121,0.0772
327,38781,1253312966.0,7/10/21,"I somehow have to watch Fast9, Black Widow, and Snake eyes. By the time to get all those watched Im pretty sure What If and Suicide Squad will be coming out. Oh shit and i still havent peeped A Quiet Place 2. Fuckkkin hell.",Black Widow (2021),-0.85,0.234,0.664,0.101,-0.8481
328,37005,1.24e+18,7/10/21,Black Widow >>>,Black Widow (2021),0.0,0.0,1.0,0.0,0.0
329,36942,26844109.0,7/13/21,Florence Pugh reading Marvel fans comments on how her performance stole the Black Widow movie from Scarlett Johansson.,Black Widow (2021),0.42,0.0,0.859,0.141,0.4215
330,37256,9.06e+17,7/10/21,I need a comic book geek to come with me to watch Black Widow on Sunday. Who down ? :) its not a date I promise &. Unless &.,Black Widow (2021),0.06,0.136,0.756,0.108,0.0613
331,36983,5411042.0,7/9/21,"Mini-review of #BlackWidow : Florence Pugh was set up nicely as the next Black Widow, and the movie was somewhat humorous, but otherwise this is one of #MCU weaker movies. Winter Soldier was a much better spy movie. Cc @Marvel please tighten up the ship!",Black Widow (2021),0.7,0.073,0.723,0.204,0.7046
332,37783,10397632.0,7/15/21,Empty movie theater! About to watch black widow! @ayvie3D @riotkitty @peacockjive https://t.co/suSBveT82l,Black Widow (2021),-0.34,0.178,0.822,0.0,-0.3365
333,39783,190006024.0,7/14/21,"<� weve all got our junk 
 and Im florence pugh <�",Black Widow (2021),0.0,0.0,1.0,0.0,0.0
334,37645,1.05e+18,7/15/21,Black Widow was amazing! =�=� the post credit scene makes me excited for the next step! https://t.co/8rUWpGaVAY,Black Widow (2021),0.85,0.0,0.599,0.401,0.855
335,37121,1.29e+18,7/9/21,Florence Pugh,Black Widow (2021),0.0,0.0,1.0,0.0,0.0
336,37447,9.84e+17,7/11/21,The intro to Black Widow along with the song choice made it disturbing as fuck.,Black Widow (2021),-0.78,0.343,0.657,0.0,-0.7783
337,37533,1046030078.0,7/9/21,"I saw Black Widow (I liked it!) with my parents, who have never seen anything from the MCU, and this is how I looked explaining everything about Natasha and the Avengers and the movies timeline https://t.co/F9MufboGl5",Black Widow (2021),0.48,0.0,0.914,0.086,0.4753
338,39339,229771903.0,7/11/21,"First movie Ive seen in theatres in more than two years and it felt so great. 
Black Widow did not disappoint. PPPP https://t.co/d4LY3RuZ7l",Black Widow (2021),0.82,0.0,0.737,0.263,0.8176
339,37424,587866687.0,7/10/21,My wife Maryann and I taking a little R & R by watching the new Black Widow release in IMAX today in Boston! https://t.co/hnyYWTto4m,Black Widow (2021),0.0,0.0,1.0,0.0,0.0
340,36840,2724559271.0,7/9/21,Black Widow was decent guys.,Black Widow (2021),0.0,0.0,1.0,0.0,0.0
341,37384,1.22e+18,7/9/21,So....yea....Black Widow turned out alright. High espionage. Far better than expected. Might actually be one of the MCUs best. I need to see it again though. #BlackWidow https://t.co/qD5lrxpXmD,Black Widow (2021),0.84,0.0,0.725,0.275,0.8442
342,38925,382159204.0,7/11/21,"Grabbed from food from our favorite spot, & watching Black Widow on this gloomy night. (=�",Black Widow (2021),0.31,0.099,0.732,0.169,0.3071
343,38421,7.78e+17,7/14/21,@queennnliz Lets go see black widow,Black Widow (2021),0.0,0.0,1.0,0.0,0.0
344,37462,2226152030.0,7/12/21,"I honestly thought #BlackWidow was a great movie. Just think it came out at the wrong time. It didnt push the overall MCU story forward. But its still a good tribute movie to Black Widow! 

8/10",Black Widow (2021),0.77,0.052,0.73,0.219,0.7678
345,37717,13352012.0,7/11/21,My brother and @SarahLovesHAM are talking about Destiny stuff while we are watching Black Widow and I feel so lost.,Black Widow (2021),-0.46,0.142,0.858,0.0,-0.4572
346,37980,2686029488.0,7/11/21,"*BLACK WIDOW SPOILERS* 
.
.
.
At first I didnt know how to feel about Taskmaster plot that happened but after giving it some thought it worked well and the history of it made it darker. Considering the child trafficking angle.",Black Widow (2021),0.7,0.0,0.859,0.141,0.6956
347,37579,72681868.0,7/11/21,Black Widow was super good!,Black Widow (2021),0.8,0.0,0.297,0.703,0.7959
348,37559,12333902.0,7/10/21,"First movie this year! (@ Regal Gallery Place & 4DX - @regalmovies for Black Widow in Washington, DC) https://t.co/qcP6LJJRRc",Black Widow (2021),0.0,0.0,1.0,0.0,0.0
349,37610,148476555.0,7/12/21,@liathetrader @TradingWarz @TWarzPrivate Streaming business is undervalued & becoming extremely lucrative as seen from black widow numbers yesterday,Black Widow (2021),0.0,0.0,1.0,0.0,0.0
350,27616,4665001987.0,10/23/21,"@SanjaHirkic @gandusio @PustorinoGina @JAMMFWarriors @MamaG5439 @edie_rische @AthanasiaTrian1 @DeborahHammon18 @cecynor @mary_markssngr @sol_mariesol @BernadetteClaxt @sutto15 @Morry313 @WENDYM215 @Kathyfo85906532 @GailSalha @TartarugaTanya I love this picture thank you @MimiLovesJesus5 
@SanjaHirkic 
@gandusio and 16 others",Last Night in SoHo (2021),0.77,0.0,0.801,0.199,0.7717
351,28632,34466375.0,10/28/21,@TimBuckleyWX @TanyaRiveraOn2 But nothing beats a simple grilled cheese on plain white bread =,Last Night in SoHo (2021),0.0,0.0,1.0,0.0,0.0
352,29342,1.29e+18,10/22/21,@VaSo_CanYaman @katrin_ns Thank you=,Last Night in SoHo (2021),0.36,0.0,0.545,0.455,0.3612
353,28456,7.48e+17,10/28/21,@iiiamtanya thank youuu,Last Night in SoHo (2021),0.36,0.0,0.444,0.556,0.3612
354,28521,1.22e+18,10/22/21,@RanyaMerabet Yeah me too I just put it in the donation box,Last Night in SoHo (2021),0.3,0.0,0.82,0.18,0.296
355,28730,24118541.0,10/25/21,"Rain or shine Harlem is always out to get it&.
:
:
:
:
#hasskwame #danyakiapron #ideationaprons #danyaki #ideation @ Harlem https://t.co/O3fN4BD1Ty",Last Night in SoHo (2021),0.0,0.0,1.0,0.0,0.0
356,27966,23646916.0,10/22/21,"@tanyaseau yes ma'am, as will @Silverado_Kev @9erReal @Juthagreat85 from Real Talk 9er Talk. You should come tailgate with us.",Last Night in SoHo (2021),0.4,0.0,0.87,0.13,0.4019
357,27942,1038046633.0,10/26/21,@DanyAllstar15 This is your first tweet in awhile that makes sense,Last Night in SoHo (2021),0.0,0.0,1.0,0.0,0.0
358,28893,1.19e+18,10/24/21,"@ChunkyM02682934 @AnyaVolz Im half white, try it again",Last Night in SoHo (2021),0.0,0.0,1.0,0.0,0.0
359,29367,1.1e+18,10/25/21,@saferprint @Missyjj @stephen_fryar @Nikhil63870659 @XCONRON1 @TanyaDiona @UkCare41 @Calimocho14 @UnRapporteur1 @I_am_an_INFJ @wp_SMAMX @Frank_TIHZHO @ICEMANBOVEN @pandlecloud #StrongerTogether,Last Night in SoHo (2021),0.0,0.0,1.0,0.0,0.0
360,29327,375316358.0,10/27/21,"Well, just finished my&I dunno, 20th?&rewatch of #TedLasso.

Guess theres nothing left to do&other than start back from the beginning and watch it again! :D

Ooooooooooo Sam Obisaaaaaanyaaaaaaa",Last Night in SoHo (2021),0.75,0.0,0.802,0.198,0.7525
361,28983,1.42e+18,10/28/21,@TanyaShemale Maybe,Last Night in SoHo (2021),0.0,0.0,1.0,0.0,0.0
362,35546,786160586.0,9/5/21,Oscar Isaac being late to the premiere is why you tell Latinos the event starts earlier than it actually does so we can show up an hour after that and sort of be on time = https://t.co/qyDMRJ7X8i,The Card Counter (2021),0.0,0.0,1.0,0.0,0.0
363,3680,554369066.0,9/25/21,Okay so my sister and I are watching the Dear Evan Hansen movie. And she is legit making a BOOK of critiques. Everyone should be scared lol,Dear Evan Hansen (2021),0.53,0.093,0.673,0.234,0.5267
364,3278,100119154.0,9/24/21,Corey Haim looks like hes 37 in this. OG Dear Evan Hansen.,Dear Evan Hansen (2021),0.62,0.0,0.662,0.338,0.6249
365,21788,2955857065.0,10/13/21,"I'm at Regal Pavilion & RPX - @regalmovies for No Time To Die in Port Orange, FL https://t.co/EL8bYzmNmZ",No Time To Die (2021),-0.73,0.303,0.697,0.0,-0.7269
366,21786,117541403.0,10/12/21,"No Time to Die (@ Tinseltown - @cinemark in Louisville, KY) https://t.co/r5LfRsK4wc",No Time To Die (2021),-0.73,0.404,0.596,0.0,-0.7269
367,14492,30070763.0,6/30/21,"Just posted a photo @ Enon, Ohio https://t.co/ROvIhK6F9y",F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
368,17372,448959368.0,6/30/21,@M_Marakovits https://t.co/RTaZF44oF9,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
369,11628,944212638.0,6/29/21,@DaniRuberti https://t.co/ikCtf9eVL7,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
370,12177,1.37e+18,6/27/21,TEST_PLACE: 53eff72d-3850-4f90-96db-0179ea6fb006,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
371,12840,3711301.0,6/27/21,"Fast 9: actually a fun movie. Leave all common sense at home, though",F9: The Fast Saga (2021),0.48,0.083,0.69,0.228,0.4767
372,14406,53278181.0,6/28/21,Its Ya Girl = https://t.co/o0Vf9xYNZn,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
373,17525,1.32e+18,6/29/21,Grateful for the visit @unlvfootball @coacharroyo @Damon_Magazu @ShelbyMac_UNLV @CoachPerrone @azc_obert @gridironarizona @CodyTCameron @azdolphinsfb @AZPreps365 @CoachComes @CoachTaylorCeHS @Rivals @Gaizka_UNLV https://t.co/jY89m7lGf9,F9: The Fast Saga (2021),0.46,0.0,0.857,0.143,0.4588
374,19639,1.14e+18,6/30/21,https://t.co/3f9ZI8XsZ6,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
375,18121,7.58e+17,6/28/21,TEST_PLACE: cecc384d-6990-422c-a4fb-cf9fdb5a184f,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
376,18793,1.21e+18,6/29/21,https://t.co/elw2IRkf9H,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
377,11257,9.06e+17,6/29/21,https://t.co/0x4f9rdKEA,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
378,12205,2544250500.0,6/27/21,"Severe Thunderstorm Warning continues for Willow Springs MO, Cabool MO, Simmons MO until 4:00 PM CDT https://t.co/DDf9pDDAzZ",F9: The Fast Saga (2021),-0.61,0.25,0.75,0.0,-0.6124
379,15990,3271480110.0,6/27/21,we were in the middle of F9 and my dad walked to bdubs to watch the clipper game> ,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
380,18046,4700966779.0,6/26/21,The british girl in Fast 9 >>>>,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
381,16116,1.38e+18,6/29/21,"LIVING GIVING CARING SHARING
60 PAGE EBOOK ON PERSONAL BUSINESS LEADERSHIP DEVELOPMENT
5 STAR REVIEW https://t.co/F95ClIIhjK",F9: The Fast Saga (2021),0.89,0.0,0.531,0.469,0.891
382,14438,2669983818.0,6/29/21,near bsgstblender: 67e7cf9d-baa3-4b88-81cb-128e0b58a450,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
383,15399,423748525.0,6/27/21,F9 was lit,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
384,14840,50712221.0,6/29/21,Closure on #NY49 WB from LINIMENT ST to FREDERICK ST https://t.co/GbJxJaF9lg,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
385,11074,7.28e+17,7/1/21,"Celebrate your 4th of July with our American Flag Cookies <�<�! Sporting red, white, and blue, our cookies are a perfect sweet treat for that upcoming weekend barbecue =	
Stop by to buy some stripes while they still last! <� https://t.co/d2SVf9cxYE",F9: The Fast Saga (2021),0.91,0.044,0.682,0.274,0.9097
386,17601,1.12e+18,7/1/21,I need to go see fast 9,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
387,10669,3076111561.0,7/1/21,@RobertJSchuster That being said we did skip 2 & 3 to get back to Vin Diesel in 4,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
388,14277,8.54e+17,7/1/21,"Interview with BJ Edwards dropping tomorrow following his commitment.

Top 6: Florida, Wake Forest, Vanderbilt, Tennessee, Georgia & Virginia Tech

Make sure to subscribe to my YouTube channel so you dont miss it: https://t.co/QWZlzzq4YF

Comment where @BJ_Edwards5 should go https://t.co/F9LNCV1ksN",F9: The Fast Saga (2021),0.59,0.043,0.803,0.154,0.5908
389,13934,1.37e+18,6/27/21,TEST_LAT/LON: b7055c06-e3ea-43cc-9f26-d4e3648f9d19,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
390,15793,178978891.0,6/27/21,"RIP Frederic Rzewski. 

I recently came across this incredibly inventive performance of Coming Together by @RiotEns. 

https://t.co/mH5Bkf9nfS",F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
391,15380,7.58e+17,6/27/21,TEST_LAT/LON: 3aa16ffb-8c3a-41eb-a399-de59df9ee82c,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
392,18072,1.41e+18,6/27/21,"*Are You Ready For Whats
Coming
*Care To Come Get Your
Instrument Of Destruction
*Very Very Soon
*The Manna Invoking For
The God Warrior
*Everytime We Touch
*Jesus Christ Jesus Qrst
*Truthers Are Not
Reprobates They Care And
Are Chosen Of The Alpha
*The Sword Is The Word Of
God https://t.co/qPHhiF9ZF3",F9: The Fast Saga (2021),-0.16,0.107,0.779,0.114,-0.1601
393,18683,177313279.0,7/1/21,"Chilling at Beach Haven @ Beach Haven, New Jersey https://t.co/7nl9Oqqf9p",F9: The Fast Saga (2021),-0.03,0.121,0.879,0.0,-0.0258
394,13965,50706690.0,6/27/21,Updated: Incident on #NJ495 EB from West of NJ 3 to West of Pleasant Avenue https://t.co/WS4XpF9BOj,F9: The Fast Saga (2021),0.51,0.0,0.809,0.191,0.5106
395,19063,3795701653.0,7/1/21,MVP of the Valley City Express Wrestling Club from the AAU Scholastic Duals! Boeden Greenley of Lisbon goes 11-0! Impressive run! @ Florida https://t.co/9F9KhVWMBP,F9: The Fast Saga (2021),0.63,0.0,0.84,0.16,0.6341
396,17453,1.14e+18,6/27/21,#Paradise @Excelspeed12 @coachdavidkelly https://t.co/XKoJF9ag5G,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
397,18048,997589378.0,6/26/21,Drinking an Igneous IPA by @huttonsmithbrew @ Pier 88 Boiling Seafood & Bar  https://t.co/NQRmGgf953,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
398,14183,105017546.0,6/29/21,Its so beautiful out here- https://t.co/Da4lp3BF9J,F9: The Fast Saga (2021),0.64,0.0,0.544,0.456,0.6361
399,16096,1.14e+18,6/29/21,Lets chill no sex https://t.co/Stjpg2f9Nc,F9: The Fast Saga (2021),-0.3,0.355,0.645,0.0,-0.296
400,18675,8.74e+17,7/1/21,How was Fast 9.?,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
401,17694,552314082.0,6/28/21,@hannahNf99 Well&&I mean&.. https://t.co/GQ4ODY4dBl,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
402,12184,2669983818.0,6/27/21,near bsgstblender: 18d19b81-5198-495f-b6df-5082f906bda7,F9: The Fast Saga (2021),0.0,0.0,1.0,0.0,0.0
403,12341,303598509.0,6/30/21,"When I was in high school and college, I spent a lot of time reading about Zen Buddhism. I came across this idea, and it really connected with me. We really do NOT know the minds of other people, no matter how sure we feel. All we really know---and control---is ourself. https://t.co/af9MqDRFfa",F9: The Fast Saga (2021),0.05,0.043,0.889,0.067,0.0516
