,user.id,create_at,text,Movie
64200,2611224955,3/14/19,Excited to see @brielarson kick some ass tonight. #CaptainMarvel,Captain Marvel (2019)
67858,8.00E+17,3/8/19,"Captain Marvel was good, butte missed the first 20 minutes smh",Captain Marvel (2019)
65372,2273862654,3/8/19,"#CaptainMarvel review: Ben Mendelsohn steals it. Jude Law is still Jude Law. Feel incredibly safe with the MCU in Brie Larsons hands. Not a top-5 MCU film, but FAR from the bottom of the list.",Captain Marvel (2019)
57860,91183410,3/11/19,"Captain marvel was the one nick fury sent a message to in his time of need.

Now you got a movie that has to show why the fuck he did that",Captain Marvel (2019)
75742,8.60E+17,3/8/19,"Afternoon date with my wife and daughter.
#captainmarvel #marvel #mcu #internationalwomensday #janmichaelvincent @ Columbus, Ohio https://t.co/4AWbgeUsvg",Captain Marvel (2019)
72588,35889229,3/10/19,"Love walking into a theater, and hearing a crying baby. Good idea springing for IMAX newbies. #CaptainMarvel",Captain Marvel (2019)
65228,84198582,3/14/19,We have more Cuban regime members right here in Florida. We also haveCuban criminals released fromCuban jails byCastro in Florida & in other states. And they DON'T support our Republic! But then neither do democrats because they too are criminals working towards a 'regime' change,Captain Marvel (2019)
78404,4561413374,3/10/19,So ready for avengers...captain marvel just made it more real,Captain Marvel (2019)
71071,8.98E+17,3/8/19,These rockstars are working overtime on a Friday at the @BridgeInnovate @BrightSparkers awards ceremony. https://t.co/kzMHRmCUXc,Captain Marvel (2019)
57194,492331383,3/9/19,I loved #CaptainMarvel. So fuck you.,Captain Marvel (2019)
57996,1434615475,3/14/19,"Stays Krunchy in Milk Episode 289: Adulthood Is A Racket
We come in a bit subdued as we were each some sleepy heads. Day Light Savings Time sucks for all involved. Captain Marvel arriving& https://t.co/9SrNeYcUc1",Captain Marvel (2019)
66760,250297522,3/11/19,Lol get it together guys. I went to #CaptainMarvel with my two boys and we loved it. If your ego can't handle a few jokes about men's shortcomings you really are fragile. Too bad @brielarson doesn't have anything to prove to you.,Captain Marvel (2019)
78699,94018485,3/10/19,That new Captain Marvel did co-ed porn in JR College #FakeMarvelFacts,Captain Marvel (2019)
72853,8.01E+17,3/14/19,@captainmarvel THE LAST 10 SECONDS I CANT WAIT https://t.co/wXc76jiO5y,Captain Marvel (2019)
76768,20222482,3/8/19,Absolutely loved Captain Marvel! https://t.co/TN31pwRSaR,Captain Marvel (2019)
78971,8.90E+17,3/9/19,#CaptainMarvel means so much more because #InternationWomensDay,Captain Marvel (2019)
76291,1.02E+18,3/9/19,@GamingAgendas @AppleTV I looked if I read and comprehended that Captain marvel Im picturing is a Dc character,Captain Marvel (2019)
77905,8656312,3/8/19,Watching @captainmarvel https://t.co/M6KlkGvXPO,Captain Marvel (2019)
66736,179263590,3/11/19,"Okay, got a new dream: go and visit the 4 cat actors who played #GoosetheCat in #CaptainMarvel https://t.co/bCOh6GqfzO",Captain Marvel (2019)
63729,16724467,3/10/19,"I'm at Regal Cinemas Hilltop 9 Cinema - @regalmovies for Captain Marvel in Disney Digital 3D in Oregon City, OR https://t.co/qCXSwT4O3p",Captain Marvel (2019)
62941,14446469,3/9/19,Yay!!! Captain Marvel!!! @ Regal Plymouth Meeting https://t.co/k8IpI45Nkn,Captain Marvel (2019)
77918,42910053,3/8/19,"Discover what makes a (her)o. (at @Kerasotes ShowPlace 14 for Captain Marvel in Secaucus, NJ) https://t.co/2tJ7HMdiSr",Captain Marvel (2019)
75853,240775442,3/11/19,"Just wrapped up watching @captainmarvel Thanos is in deep =�
@Avengers
#AvengersEndGame",Captain Marvel (2019)
63822,45879674,3/12/19,We're waiting for spring like...<9� #viewsfromcu https://t.co/FxgjykHARB,Captain Marvel (2019)
79206,44661252,3/10/19,"I'm at AMC Westwood Town Center Cinema - @amctheatres for Captain Marvel in Rocky River, OH https://t.co/MAPXWEYW96",Captain Marvel (2019)
58285,1709140442,3/8/19,Finna watch captain marvel wit my hoe kris,Captain Marvel (2019)
79499,381401766,3/14/19,@Drachearannak @brielarson @captainmarvel DOOOPEEEE,Captain Marvel (2019)
58802,1.05E+18,3/10/19,@KenPlume @brielarson @captainmarvel @MarvelStudios Or Nicole Kidman crossed with Kato Kaelin.,Captain Marvel (2019)
76755,86781586,3/8/19,Time for some Captain Marvel. Really hope Marvel gets it right.,Captain Marvel (2019)
79007,301699308,3/9/19,Bruh Captain Marvel powerful as shit lmfao,Captain Marvel (2019)
58088,465221719,3/13/19,If captain marvel is the one that beats thanos.......... cancel marvel idc,Captain Marvel (2019)
65015,1199521585,3/12/19,"If Avengers Endgame is just a two and half hour long fight between Thanos and Captain Marvel, I wouldnt be disappointed.",Captain Marvel (2019)
65497,238178896,3/14/19,"Saw @captainmarvel last night, it was good, but #AvengersEndgame is going to be INSANE!!! @MarvelStudios @Marvel https://t.co/skzSiT08KG",Captain Marvel (2019)
76815,22356064,3/8/19,Amazing performance by @brielarson and that mid credit scene #CaptainMarvel,Captain Marvel (2019)
78292,120648790,3/9/19,"I'm at @Cinemark Carefree Circle for Captain Marvel in Colorado Springs, CO w/ @mzchibious https://t.co/v9eSPMpXEe",Captain Marvel (2019)
58749,874739388,3/10/19,@DRKNSSBFLLSME I agree I am gonna start reign of the Superman tonight. But I gotta say I saw captain marvel last night and it was pretty damn good,Captain Marvel (2019)
71421,16624533,3/9/19,So...why exactly are certain people upset about Captain Marvel?,Captain Marvel (2019)
72190,18596253,3/11/19,"@clannad2009 @AMCTheatres @captainmarvel You expect to see this after the movie, not before. >7<�@ Extremely disappointing, especially for $20 a pop.",Captain Marvel (2019)
71399,2327065703,3/9/19,@iiiJCS @bran090799 Can we talk about the fact that IW is below so many other movies when its like the highest grossing movie of all time and more suspenseful than any other movie in the MCU,Captain Marvel (2019)
60960,23284384,3/13/19,"I'm at AMC Dine-in Theatres Coral Ridge 10 - @amctheatres for Captain Marvel in Fort Lauderdale, FL https://t.co/AhOiyg9Qry",Captain Marvel (2019)
58005,620611977,3/14/19,"Whatever it takes..."" #muster #AvengersAssemble #ENDGAME
https://t.co/QeQGvtZhwC via @Marvel @Avengers @MarvelStudios #AvengersEndGame #AvengersEndgametrailer #FilmTwitter #makemineMARVEL #marvelstudios #marvelcinematicuniverse #mcu #HigherFurtherFaster #CarolDanvers",Captain Marvel (2019)
74521,3245527058,3/8/19,can we discuss captain marvel being (officially) released on international womens day... her impact...> ,Captain Marvel (2019)
70703,17608187,3/8/19,What home improvement would you make with $50k? I just entered the LMCU Home Makeover Sweepstakes! https://t.co/VnPb9zwcDB,Captain Marvel (2019)
64187,210664468,3/13/19,Getting ready for Captain Marvel 3D.,Captain Marvel (2019)
69318,80042553,3/10/19,Theres a line @ the #Concession stand. Ill be back Getting checked in @RegalMovies #CaptainMarvel,Captain Marvel (2019)
79409,1531246076,3/12/19,@atuhavili55 @captainmarvel Atu. It was SOOOOOOOOO GOOD,Captain Marvel (2019)
79462,765928,3/13/19,Like I get that everyone is talking about Captain Marvel and yeah its a decent. I liked it. But Battle Angel Alita is something special. Kind of a miracle that this worked at all. https://t.co/WCsf3TqlBn,Captain Marvel (2019)
62385,24680341,3/9/19,Carol Avenger Munh�z #CaptainMarvel #JustSaying https://t.co/CIEHwHFxfw,Captain Marvel (2019)
79426,47568532,3/13/19,Captain Marvel w/ @OzCarmona (@ Cinepolis VIP) https://t.co/ZimQm2mXwz https://t.co/wXyfz44ERW,Captain Marvel (2019)
75680,133978782,3/10/19,It's #CaptainMarvel time! @ AMC Showplace 17 IMAX https://t.co/knscJ4I6Kq,Captain Marvel (2019)
78691,566799745,3/10/19,"Can confirm, Captain Marvel will be in Avengers: End Game.",Captain Marvel (2019)
62922,67742774,3/10/19,"Did Goose the #flerken ,who has multidimensional abilities, damage N.Furys eye because she could see the future and knew it would be important for Fury to have a missing eye( i.e Winter Soldier)? She was actually helping him. @Marvel @Kevfeige @captainmarvel",Captain Marvel (2019)
61737,931226474,3/8/19,@captainmarvel was SOO good,Captain Marvel (2019)
60472,7.95E+17,3/10/19,Captain Marvel was an amazing movie,Captain Marvel (2019)
68298,30753187,3/8/19,STOP WHAT YOURE DOING & GO SEE #CAPTAINMARVEL. IT WILL CHAMGE YOUR LIFE. #HigherFurtherFasterBaby,Captain Marvel (2019)
78228,33037508,3/9/19,I was confused af in the beginning of Captain Marvel. I had to remind myself its a origin movie so Im not supposed to know shit LOL,Captain Marvel (2019)
78149,456136836,3/8/19,Several people have informed me of the cat named Goose in Captain Marvel. I did not name my cat after this cat. I named him after the vodka. Because he is grey. Grey Goose. Thank you.,Captain Marvel (2019)
65841,15370886,3/9/19,"YAS, CAROL. YAS. =�<�( #captainmarvel @brielarson #magicband #disneyworld #marvel #limitededition @ Walt Disney's Magic Kingdom https://t.co/De9c9AzWYy",Captain Marvel (2019)
63984,15121034,3/8/19,"#CaptainMarvel (@ AMC Tiger 13 in Opelika, AL) https://t.co/kPIiyWIFPU",Captain Marvel (2019)
57473,107537609,3/9/19,"@LasVegasLocally Tucson Roadrunners v Ontario Reign tonight, Captain Marvel tomorrow > Have a good one, yo =�",Captain Marvel (2019)
65729,50217872,3/9/19,"My #flerken keeping vigilant watch. ==(=�marvelstudios captainmarvelofficial @ Dallas, Texas https://t.co/nP9ADhSLjf",Captain Marvel (2019)
73299,85711913,3/8/19,"@brielarson @Marvel #CaptainMarvel:
- Was always good.
- Most of the time, great. 
- Plenty moments of being spectacular.
- Quite a bit of charm.
- A good amount 
of comedy. 
- A total sense of fun & badass empowerment. - #Metroid-like rumbling music https://t.co/cQaHmoP0cl",Captain Marvel (2019)
58645,1.10E+18,3/9/19,Is @ the movies watching #CaptainMarvel` `,Captain Marvel (2019)
64344,34948233,3/8/19,Captain Marvel,Captain Marvel (2019)
76816,491782726,3/8/19,Thank you so much for such an amazing hero @brielarson she means the world to me. #CaptainMarvel,Captain Marvel (2019)
64909,2600680370,3/10/19,Captain Marvel is fuckin badass,Captain Marvel (2019)
64932,133024267,3/10/19,"@JacobTremblay @brielarson @captainmarvel Your mom kicks butt in that movie, little dude! =",Captain Marvel (2019)
63830,32090810,3/12/19,Watched #CaptainMarvel the other day n it wasn't that good. Some funny 90s references was fun. Felt Star Treky n trying to be Star Wars. Love Brie in Room but. Was hoping for more a Terminator vibe when she returns to earth like she didn't know how to do anything. #Movies =�,Captain Marvel (2019)
67638,278856049,3/8/19,"I'm at AMC South Bay Center 12 for Captain Marvel in Dorchester, MA https://t.co/4qKj5gDMR9",Captain Marvel (2019)
65099,26419016,3/10/19,"Leaving Captain Marvel thinking about how much I love strong, powerful women",Captain Marvel (2019)
61385,8397582,3/8/19,"Some low key cosplay for @captainmarvel tonight!!

 @brielarson @Marvel #CaptainMarvel #Marvel #marvelstudios https://t.co/OyKqRB7vzP",Captain Marvel (2019)
68300,231200770,3/8/19,"Nice. Slow start but here for the Larson/Jackson Buddy sideshow, 90s puns, and all round sass. Loved the Stan-ified MCU opening too d",Captain Marvel (2019)
73022,569184708,3/8/19,I'd be lying if I said I wasn't Stoked for Captain Marvel premiere rn,Captain Marvel (2019)
57775,19751941,3/11/19,"Im seeing some blatantly wrong information posted the twitter that I just want to clear up right now: 

Captain Marvel is not a good movie. Objectively its very terrible.",Captain Marvel (2019)
68907,620397784,3/9/19,@captainmarvel was SOOOO good (,Captain Marvel (2019)
66719,19033883,3/11/19,#Shero #WhoRunTheWorld @MarvelStudios @captainmarvel,Captain Marvel (2019)
79065,210858827,3/9/19,"Captain Marvel (@ Regal Cinemas Westview 16 & IMAX - @regalmovies for Captain Marvel: The IMAX 2D Experience in Frederick, MD) https://t.co/fe3rL5gWTS",Captain Marvel (2019)
57113,620611977,3/8/19,@AliCorvere Not... GIVING... UP... GOOSE @goosedanvers #GooseTheCat #GooseOGato #CaptainMarvel #HigherFurtherFaster https://t.co/eZrZoQaBdA,Captain Marvel (2019)
57354,15170871,3/9/19,"I seriously don't understand how people have so much hate in them that spending their time ""review-bombing"" a movie is something they make a point to do. #CaptainMarvel",Captain Marvel (2019)
71190,31656600,3/8/19,I certainly like #CaptainMarvel way better than Aquaman...,Captain Marvel (2019)
77132,9.70E+17,3/8/19,"I got Captain Marvel tickets for tomorrow afternoon. You may tell me how much you loved it, but I will abide by no spoilers and no plot points ...

.... I read you like only a middle-aged gay geek can if you ruin this ....",Captain Marvel (2019)
57900,1884605521,3/12/19,captain marvel was incredible... cant wait for endgame!,Captain Marvel (2019)
78952,151566679,3/9/19,@Marvel0usJesus @captainmarvel but even better!-)+,Captain Marvel (2019)
78573,1.09E+18,3/13/19,The minute I saw Stan Lee in the intro to #CaptainMarvel https://t.co/5iGvM0bynP,Captain Marvel (2019)
65422,235348556,3/8/19,The amount of trailers in this #CaptainMarvel movie is... https://t.co/tMxsBgbEll,Captain Marvel (2019)
68487,518955673,3/8/19,Captain Marvel would have been mid without the subtle comedy,Captain Marvel (2019)
77988,226062160,3/10/19,Captain Marvel was...aight,Captain Marvel (2019)
62392,1733046883,3/9/19,"I'm at Cinetopia for Captain Marvel in Beaverton, OR https://t.co/qYXyOn0SYo",Captain Marvel (2019)
72796,9.21E+17,3/12/19,"Best part of #movienight #popcorn #butteredpopcorn
Movies with the kiddos. captainmarvelofficial #captainmarvel @ Cinemark Stroud Mall https://t.co/yLfccA7vt4",Captain Marvel (2019)
73018,233774827,3/8/19,Captain Marvel! https://t.co/KtQWpLFfVE,Captain Marvel (2019)
67539,6413942,3/13/19,@CFCandles Gimme a Captain marvel candle!!!,Captain Marvel (2019)
76830,23392350,3/8/19,Will there be a Funko of Goose? #CaptainMarvel https://t.co/FtQkmNmNJ8,Captain Marvel (2019)
65963,447309963,3/8/19,Just watched #CaptainMarvel and wow.. I loved it. One of my favorite Marvel films now.,Captain Marvel (2019)
77347,33390661,3/9/19,Ready to see captainmarvelofficial !! Yay for date night! @ AMC Burleson 14 https://t.co/ycsWGQSNo9,Captain Marvel (2019)
64844,2203798808,3/9/19,Is @ the movies watching #CaptainMarvel` `,Captain Marvel (2019)
57551,35283711,3/10/19,@BrieLarson Very cool. #CaptainMarvel,Captain Marvel (2019)
66274,17653852,3/9/19,Dont understand he haters at all. @captainmarvel was excellent! And a great tie-in to @Avengers #Endgame and the entire #MCU,Captain Marvel (2019)
65867,406747908,3/9/19,Im trying to see captain marvel asaaaaaap https://t.co/si5ZzHPRmP,Captain Marvel (2019)
59296,25874998,3/10/19,"The Stan Lee tribute had audiences clapping on Captain Marvel's preview night"" https://t.co/REbiFqExXz",Captain Marvel (2019)
78529,242941913,3/12/19,Im dying to see Captain Marvel,Captain Marvel (2019)
62901,38747405,3/9/19,"I greatly enjoyed ""Captain Marvel"", or how my kids call it - ""Mama Marvel"";) @ Harkins Theatres SanTan Village 16 https://t.co/lbv4WOu8iu",Captain Marvel (2019)
57392,97310556,3/9/19,"Image artist Sarah Tell
#hotelsmotels Group hotel room exhibit with Sarah Tell sarah_tell, Anna Feil @annafeil, and Stephanie Mansolf @stephmansolf and Nidia Castaldi.

This past& https://t.co/L2KVxkoMCu",Captain Marvel (2019)
73515,319402339,3/11/19,And then this #CaptainMarvel https://t.co/vtTMqzPzeH,Captain Marvel (2019)
79442,31219553,3/13/19,"Every once in a while, back when I was a contender, I would be asked to draw some really cool characters. Never saw the final of some Captain Marvel card art.& https://t.co/6pfNzjWVJB",Captain Marvel (2019)
62075,386177597,3/25/19,@ellECeia @erigirl93 Im not sure =- i wanna ask Jordan Peele soooo bad like why do this to us? ==,Us (2019)
62475,1.08E+18,3/24/19,when you down to go see Us by Jordan Peele but cant find someone to go with https://t.co/chc4uExHpo,Us (2019)
62330,2434329990,3/22/19,Also Lupita Nyong'o is such a fox and a great actress,Us (2019)
62321,92164831,3/22/19,Ya wont tell the truth about Jordan Peele. I dont care anymore,Us (2019)
61339,24827999,3/25/19,Jordan Peele drops a fire movie once a year so that we forget that his wife is a white woman....,Us (2019)
62519,8.58E+17,3/27/19,New Casting. Jordan Peele Rule: Only cast actors that are your race. Copy that. #SAG #DGA. https://t.co/sSb491hGv3,Us (2019)
61188,9.25E+17,3/23/19,Bro i keep seeing Lupitas eyes in my head ===>z,Us (2019)
60644,44225283,3/22/19,"Hey @VICE soooo only black people have Jordan Peeles back? How did you guys come to this? Can i see the stats taken of what racial groups saw ""Us"" movie.. i need to know .. #irresponsiblejournalism #racebaiting https://t.co/S5hTjAG5gq",Us (2019)
61178,2441996595,3/22/19,Jordan Peele's Us makes $7.4 million in Thursday box office previews https://t.co/SsH2P1cJwP,Us (2019)
61909,2319348375,3/22/19,If @Lupita_Nyongo doesnt get at the very LEAST a nomination for best actress for Us I will be so upset,Us (2019)
63326,16353659,3/28/19,I offer some thoughts on Jordan Peeles #USmovie` `& also suggest some #Horror flicks I recommend watching before or after seeing US. They may provide some insight. Check out the vid at the #BIGScreenTheory YouTube page! And dont forget...#WatchYourself https://t.co/AawJLwucZZ https://t.co/sumYzH6c6M,Us (2019)
63475,430220467,3/23/19,Jordan Peele is slowly becoming one of the best screenplay writers in Hollywood,Us (2019)
60008,9.27E+17,3/22/19,Hoy ver� Us de Jordan Peele y estoy exageradamente emocionado https://t.co/CyTTCKfrPB,Us (2019)
59481,24619013,3/25/19,When this happened during us movie I couldnt stop thinking how this could actually happen in real life like fuck electronics sometimes >#=-,Us (2019)
63644,3316589693,3/27/19,Im convinced Jordan Peele know how the world gone end,Us (2019)
59108,31057586,3/22/19,I ALREADY have my ticket for US. Jordan Peele is brilliant! Cant wait #iamup,Us (2019)
59851,2598217694,3/28/19,Never have problems getting a date #Meghan .. yet married to a man that she cant talk about sex with.. .. whatever .. lets go to commercial and come back with Lupita please.. #TheView https://t.co/Z8HeDSzfZD,Us (2019)
62074,316560367,3/25/19,"It is impossible to understate the ""staying power"" of @UsMovie by @JordanPeele - so long since a movie as had such must-see-again value. And @Lupita_Nyongo now has to be regarded as one of the elite of the elite actors in the world. #LupitaNyongo #JordanPeele",Us (2019)
63353,46589936,3/27/19,Finally saw #UsMovie last night and man outside of the sheer terror throughout I loved all the references to old horror movies (Lost Boys!). Its more complex after you sit and think about it. Lupita Nyongo wrapped up the Oscar with this performance. Thanks @JordanPeele,Us (2019)
59871,420390352,3/22/19,US movie after work today ,Us (2019)
59521,497374383,3/28/19,"Someone just stole my phone for 10 mins, we tracked it, lahne and Lupita ran up, and now I have it again >#",Us (2019)
60989,7.08E+17,3/26/19,"Decoding the names in usmovie and why Red is Moses. #us #usmovie #jordanpeele #lupitanyongo #winstonduke #blacklivesmatter
<� #decoding @ Goshen, New York https://t.co/OTopNF9I4N",Us (2019)
61806,45770836,3/22/19,"Also, @Lupita_Nyongo. Thats all. Thats the tweet.",Us (2019)
61890,360697770,3/28/19,"To be honest, if they kept the scale of Godzilla and Kong in the movie I would be totally down watching a small monkey scale Godzilla.

It would be the closest to a Shadow of the Colossus movie I'd want. https://t.co/skcLPUozOT",Us (2019)
61834,25033154,3/23/19,@ssscorvus I had this same thing about Walking Dead but is was this phenomenon only in the U.S.? And if so why didn't it affect anyone elsewhere in the world? I remember the Lupita's character mentioning going to Mexico...,Us (2019)
408769,253410333,5/17/19,Do I watch John Wick 3 tonight or tomorrow? Them shits good af,John Wick: Chapter 3 - Parabellum (2019)
410046,26331758,5/22/19,= MOVIE DAY!! #johnwick #parabellum I asked for a movie ticket and she gave me a receipt. =C Bokay I also havent seen Chapter 1 or 2. >+ #movies #movienerd #moviebuff #movielover #amctheaters d #OlalaC @ AMC at the& https://t.co/nC6QLIzqJv,John Wick: Chapter 3 - Parabellum (2019)
406566,60752253,5/18/19,"I tried to get tickets for John Wick, hit up friends that said Ive been MIA, and a few other options of things to get into tonight & none of it turned out the way I wanted. So Im bout to solo drink & listen to oldies.",John Wick: Chapter 3 - Parabellum (2019)
405246,21830360,5/18/19,"People keep asking if I'm back and I haven't really had an answer, but yeah, I'm thinking I'm back. John Wick: Chapter 3 - Parabellum (@ Alamo Drafthouse Cinema - @alamonyc for John Wick: Chapter 3 - Parabellum in Brooklyn, NY) https://t.co/huxTOCjAcs https://t.co/rxyaRK32zo",John Wick: Chapter 3 - Parabellum (2019)
407600,25545221,5/18/19,"I'm at AMC North Point Mall 12 - @amctheatres for John Wick: Chapter 3 - Parabellum in Alpharetta, GA https://t.co/VK9QnZUHwf",John Wick: Chapter 3 - Parabellum (2019)
409157,37095385,5/18/19,Rivaling Jason Bourne for book violence in the first ten minutes. #JohnWick3,John Wick: Chapter 3 - Parabellum (2019)
406082,2351222345,5/18/19,@JerryRice Well you have to see the 1st two. And if u have there is no need to ask for feelers...u just go! The JWick Clique approves this message #JohnWick3,John Wick: Chapter 3 - Parabellum (2019)
408129,1.06E+18,5/17/19,Out to dinner with my brother and cousin. We headed to see John Wick 3 next. Now's a great time to start proving yourself. Trust me son it will be well worth it!! #cashfags #Alpha #findom #reimbursement #cashmaster https://t.co/4y6DhvbZnl,John Wick: Chapter 3 - Parabellum (2019)
405831,2847768709,5/21/19,I honestly hope they make like 20 John Wicks LMAO,John Wick: Chapter 3 - Parabellum (2019)
404968,4870654539,5/21/19,The Raid meets Iron Chef + Daniel Craig Bond mixed with a splash of Mission Impossible = John Wick 3 (the best of the franchise yet!),John Wick: Chapter 3 - Parabellum (2019)
406596,23542054,5/18/19,"Anyway, John Wick 3 is fucking tight, despite the shitheads.",John Wick: Chapter 3 - Parabellum (2019)
405206,416540178,5/18/19,I think I wanna watch the first two John Wick movies tonight,John Wick: Chapter 3 - Parabellum (2019)
405720,407474715,5/17/19,Paint over the ceiling of the Sistine Chapel and install LED screens that play the John Wick Trilogy on a loop until the end of time.,John Wick: Chapter 3 - Parabellum (2019)
404196,511026754,5/18/19,#JohnWick3 #Passage #HighTable #UnderTheTable #Deconsecrated #Reconsecrated #ItWasntJustAPuppy https://t.co/CzaITQa3pN,John Wick: Chapter 3 - Parabellum (2019)
407684,1374861955,5/18/19,Forgot the John Wick 3 is out! That's my night sorted!,John Wick: Chapter 3 - Parabellum (2019)
405195,1356053359,5/17/19,@LiingoKelley Fuck John wick,John Wick: Chapter 3 - Parabellum (2019)
405667,2825205506,5/22/19,"#JohnWick4 confirmed for May 21, 2021!!! https://t.co/Dk7L35q2Qc",John Wick: Chapter 3 - Parabellum (2019)
406091,756034,5/18/19,"The reason #JohnWick works so well: it drops the viewer directly into the world of the Continental and the society of assassins without explaining the rules outside the occasional sparse line of dialogue. Show us, dont tell us.",John Wick: Chapter 3 - Parabellum (2019)
404668,3643159815,5/18/19,@ApolloK22 @JohnWickMovie seein it right now,John Wick: Chapter 3 - Parabellum (2019)
405970,1538290459,5/22/19,John Wick 3 was insane!,John Wick: Chapter 3 - Parabellum (2019)
404544,357782733,5/17/19,John Wick 3 though.... I cant think of an action movie with better fight scenes. Yeah. https://t.co/S9s2P2CccR,John Wick: Chapter 3 - Parabellum (2019)
410062,212726154,5/23/19,"John Wick 3 t� daora demaaaaaaais pqp! Preciso assistir de novo, mano do c�u",John Wick: Chapter 3 - Parabellum (2019)
405155,930697632,5/18/19,@Brodeyy_51 #johnwickchapter3 https://t.co/booRZt738h,John Wick: Chapter 3 - Parabellum (2019)
405639,1559701963,5/19/19,I need John Wick Chapter 4 ASAP!,John Wick: Chapter 3 - Parabellum (2019)
410110,444326470,5/17/19,@JohnWickMovie Cant wait!,John Wick: Chapter 3 - Parabellum (2019)
405117,2931630131,5/18/19,Im off to the movies to finally see #JohnWick3Parabellum ! Be back later. https://t.co/NY5XwEsrWk,John Wick: Chapter 3 - Parabellum (2019)
406006,283482419,5/17/19,"Just got out, saw #JohnWick! Hellavuh film =. @ Dos Lagos Luxury Theatres https://t.co/ShzCMO1ZoV",John Wick: Chapter 3 - Parabellum (2019)
404334,15155374,5/23/19,I CANT BELIEVE YALL DIDNT TELL ME JOHN WICK WAS FIGHTING THE IRON CHEF HOST IN THIS MOVIE,John Wick: Chapter 3 - Parabellum (2019)
407562,23838852,5/18/19,"The choreography in #JohnWick3 was amazing. They came up with so many new ways for John to kill, the storyline keeps getting better. Chapter 3 definitely might be the best one.",John Wick: Chapter 3 - Parabellum (2019)
406290,36103879,5/21/19,"@RizePhenix""!!!!!!!!!!!!!!!!!!!!!!!!!!!

There's another John Wick movie coming your way"" https://t.co/D14lRjeVVS",John Wick: Chapter 3 - Parabellum (2019)
406795,67350705,5/22/19,Them fight scenes with Common in John Wick 2 >>>>>>>,John Wick: Chapter 3 - Parabellum (2019)
404403,453456797,5/17/19,From this moment on lets substitute the term  oh shit  for JOHN WICK !! This movie had more OOOH and AAAAHS than any movie in years @JohnWickMovie,John Wick: Chapter 3 - Parabellum (2019)
406205,7.92E+17,5/20/19,#JohnWick back at it again!!! I can't wait for chapter 4! PPPPP,John Wick: Chapter 3 - Parabellum (2019)
409840,99451323,5/17/19,Check out this weeks @Spoilerpiece where we review #JohnWick3!,John Wick: Chapter 3 - Parabellum (2019)
410481,2226557014,5/17/19,@JohnWickMovie Great movie saw it last night! I lost track after 50kills.. =M=,John Wick: Chapter 3 - Parabellum (2019)
404376,169464823,5/17/19,Going to hit up my favorite fast food place that open 24 hours and will watch John wick 1.,John Wick: Chapter 3 - Parabellum (2019)
409830,6579572,5/17/19,@DPD_ Did the regimen get around to John Wick?,John Wick: Chapter 3 - Parabellum (2019)
410020,18851577,5/21/19,"If anyone is planning on seeing @JohnWickMovie at an @alamodrafthouse, keep an eye out for the moment in one of the pre-show videos that immediately made me think of @jowrotethis and @StormofSpoilers.",John Wick: Chapter 3 - Parabellum (2019)
407756,1099134757,5/20/19,@UndercoverPaisa @halleberry @JohnWickMovie =@,John Wick: Chapter 3 - Parabellum (2019)
405183,102259188,5/17/19,Ooouuu who wanna go see John Wick 3 with me?,John Wick: Chapter 3 - Parabellum (2019)
404749,61550839,5/20/19,"To break up the onslaught of Game of Thrones chattercheck out my review of my most anticipated movie of the summer, #JohnWick3 with @alexvbrohannon! By round 3, the seams are starting to show, but the stunts are so masterful...I didnt care!",John Wick: Chapter 3 - Parabellum (2019)
404276,2920554496,5/20/19,I might have to really get into John Wick if they got the 4th one on the way,John Wick: Chapter 3 - Parabellum (2019)
407580,167055430,5/18/19,I see they used the attack dogs like the Dead to Rights game in #JohnWick3,John Wick: Chapter 3 - Parabellum (2019)
404146,1.01E+18,5/19/19,John Wick: Chapter 3  Parabellum https://t.co/TxIL0avLRm,John Wick: Chapter 3 - Parabellum (2019)
410365,1413076400,5/20/19,John Wick. @ Coyote Entertainment Center https://t.co/c2ZtYiRsqn,John Wick: Chapter 3 - Parabellum (2019)
409437,762789084,5/19/19,"John Wick 3 =% 
Reminded me I miss customizing my characters in all black suits.",John Wick: Chapter 3 - Parabellum (2019)
404948,242456653,5/17/19,"Just occurred to me, JOHN WICK 3 sets up the spin-off BALLERINA",John Wick: Chapter 3 - Parabellum (2019)
410518,2363427458,5/17/19,John wick 3= definition of good action,John Wick: Chapter 3 - Parabellum (2019)
406138,8.22E+17,5/19/19,@VICE Yeah #keanureeves like that. I said it same. @StephenAtHome @TheEllenShow @JohnWickMovie We never stop missing you Jen. https://t.co/zzK1WhAVaX � https://t.co/YCp8hRzKay � https://t.co/4EfweKSsCw,John Wick: Chapter 3 - Parabellum (2019)
410063,2512568960,5/17/19,"I know I don't really play Fortnite anymore, but I really want that John Wick Skin and emotes",John Wick: Chapter 3 - Parabellum (2019)
410278,876915872,5/18/19,"The new John Wick movie was sold out at every movie theater, so me and my step cousin had a RedBox movie night.",John Wick: Chapter 3 - Parabellum (2019)
409610,2924063595,5/20/19,John Wick: Chapter...,John Wick: Chapter 3 - Parabellum (2019)
404055,747459708,5/18/19,Assassin bounty hunter puts on helmet to ride motorcycle to chase #JohnWick3,John Wick: Chapter 3 - Parabellum (2019)
410704,33750890,5/22/19,"What up @DolbyCinema, back again. This time for #JohnWick https://t.co/500BBFPk8d",John Wick: Chapter 3 - Parabellum (2019)
